loop_rank,h1_feature_index,birth,death,persistence,num_points_in_loop,top_genres,top_artists,sample_songs
261,46124,1.0964535474777222,2.1366004943847656,1.0401469469070435,8,"['downtempo', 'livetronica', 'new tribe', 'psychedelic trance', 'psychill'], ['instrumental math rock', 'math pop', 'math rock', 'sasscore']","Shpongle, Tera Melos",Shpongle — nothing is lost ...; Tera Melos — tried to erase what you saved in the front of your mind but it s not what you thought it s a permane...; None — i can t rest my case important things do get erased a backup plan is wise magnetic fields can destro...; None — nothing...; None — all of your greatest failures committed to memory like the words of a secret or the sound of a melod...
262,46210,1.0958691835403442,2.057326078414917,0.9614568948745728,15,"['brostep', 'complextro', 'edm', 'electro'], ['indie garage rock', 'montreal indie', 'quebec indie']","Skrillex, HOMESHAKE",None — one two one two three...; None — what1...; None — an other one one two three two two three...; None — bitches bitches1...; Skrillex — right right in right right in right right in right right in right right in right right right right i...
263,46240,1.0956614017486572,2.039750337600708,0.9440889358520508,3,,,None — is it strange is it bleak that conversations through hear it blip on this spot now there s only me a...; None — hello echoes throughout hello hello...; None — scattered speech ...
264,46256,1.0955793857574463,2.0075583457946777,0.9119789600372314,6,,,None — down to the bone down to the bone down to the bone down to the bone down to the bone down to the bon...; None — from the front to the back front to back from the front to the back front to back from the front to ...; None — long way down long way down way down way down long way down down down down down down long way down l...; None — back from the back from the back from the front to the back from the back from the back from the fro...; None — around around around around over under and through around around around around over under and throug...
265,46270,1.0955089330673218,2.030351400375366,0.9348424673080444,2,,,None — speech has allowed the communication of ideas enabling human beings to work together to build the im...; None — what is the full speed of language when there is nothing to say what s in the air there must be some...
266,46285,1.0954232215881348,2.02017879486084,0.9247555732727051,3,,,None — let s continue now with our sessions on how to use a two track rearview tape recorder...; None — everywhere i go i always end up with a pocket full cd demo tapes after clubs at my shows even though...; None — let s continue now with our sessions on how to use a two track rearview tape recorder...
267,46299,1.0953595638275146,2.2060930728912354,1.1107335090637207,6,"['ambient', 'electronica', 'intelligent dance music', 'scottish electronic', 'trip hop']",Boards of Canada,None — thank you...; None — awesome awesome to the max...; None — thank you2...; None — thank you...; None — i think you are great i think you are great...
268,46329,1.0952192544937134,2.029792070388794,0.9345728158950806,3,,,None — this is the way the world ends...; None — well you know it ends well...; None — we know how this ends we re all gonna die in the ocean beneath a boiling sea under a violent sky we ...
269,46356,1.09507417678833,2.056767702102661,0.961693525314331,3,"['dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house'], ['cyberpunk', 'darksynth', 'synthwave']","Firebeatz, Perturbator",Firebeatz — where s your head at at where s your head at at at at where s your head at at drop it where s your h...; None — my head...; Perturbator — my head is still spinning ...
270,46475,1.0944194793701172,2.0426549911499023,0.9482355117797852,8,"['electra', 'glitch', 'glitch hop']",ill-esha,None — take a single oscillator producing a drone send it to the wave shaper altering the tone this can be ...; None — my waves are resonating towards the unknown trapped underneath soon i ll break free i turn to vapour...; ill-esha — h a a r p uses a billion watts beamed straight into the ionosphere for experiments picture these str...; None — 5 4 3 2 wave ...; None — flightwave flightwave flightwave flightwave flightwave ...
271,46487,1.0943366289138794,2.003049850463867,0.9087132215499878,2,,,None — how do they do it they make it look so easy how do they do it they making it look so easy...; None — well you put your two knees close up tight and then you swing them to the left you swing them to the...
272,46539,1.094085693359375,2.0950253009796143,1.0009396076202393,2,,,None — otto titsling inventor and kraut had nothing to get very worked up about his inventions were failure...; None — one of the smartest in the world amazing advancements within the field of robotics money was no obje...
273,46545,1.094026803970337,2.0029098987579346,0.9088830947875977,2,"['emo', 'emo punk', 'indie punk', 'melodic hardcore', 'post-hardcore']",Rival Schools,Rival Schools — three voices on the phone between me you and my echo decide to let me know that you can t hear at al...; None — scattered speech ...
274,46547,1.0940219163894653,2.058104991912842,0.9640830755233765,2,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",Thievery Corporation,None — uniqua tyrone and pablo secret agent limbo team is gonna beat the laser beam we will line up single ...; Thievery Corporation — line up the target focus on sight straight to the center infrared light line up the target focus on ...
275,46629,1.0935862064361572,2.0630393028259277,0.9694530963897705,9,"['glitch pop', 'indie electronica'], ['double drumming', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']","Milosh, The Arcs",None — hold me hold me hold me hold me down hold me hold me hold me hold me down hold me hold me hold me ho...; None — down to the bone down to the bone down to the bone down to the bone down to the bone down to the bon...; None — from the front to the back front to back from the front to the back front to back from the front to ...; None — long way down long way down way down way down long way down down down down down down long way down l...; None — back from the back from the back from the front to the back from the back from the back from the fro...
276,46669,1.0934258699417114,2.1205685138702393,1.0271426439285278,2,,,None — that oughta do it don t you think you think we need one more we need one more all right we ll get on...; None — you guys what do you have against terry benedict what do you have against him is the question he tor...
277,46684,1.093349814414978,2.099074125289917,1.005724310874939,2,,,None — be strong be hard resist temptation stick your hand in your eye close your fist resist walk on this ...; None — stretch with with time movement movement with time...
278,46725,1.0930613279342651,2.0681777000427246,0.9751163721084595,2,,,None — we don t repair machines we get rid of the default ones...; None — first things first i m a craftsman remodelling is my only passion and i m the greatest in the busine...
279,46798,1.0926648378372192,2.173214912414551,1.0805500745773315,2,,,None — get down where the fuck you at bitch...; None — lose your shit oh ...
280,46895,1.0921885967254639,2.1650943756103516,1.0729057788848877,3,,,None — sh sh sh shockwave it s over for now...; None — now back to your regular program you sick fuckers david meza signing off...; None — well back off for now that s all for now time for everybody to we d like to thank everybody for view...
281,46951,1.0919893980026245,2.0608413219451904,0.9688519239425659,3,,,None — she s the prettiest girl and town and she sure knows it the way she walks and the way she talks sure...; None — in between 4th and 2nd street i thought you were the one...; None — 6802 bayfield ave arverne new york stop on by i ll make you a cup of coffee see you later4...
282,46956,1.0919692516326904,2.114100694656372,1.0221314430236816,2,,,None — i love diggin in the dirt with just a pick and brush finding fossils is my aim so i m never in a rus...; None — movement and stirring thrashing beneath the surface of the muck and ooze the creature rises from the...
283,46988,1.091819405555725,2.008193254470825,0.9163738489151001,7,,,None — and one heck of a song...; None — it s music it s music it s music it s music it s music it s music it s music it s music ...; None — i like the people i like the song this is my kind of music they play it all night long i like the si...; None — great music agreed ...; None — great song...
284,47039,1.091618299484253,2.041626453399658,0.9500081539154053,2,"['birmingham metal', 'british death metal', 'british grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'metal']",Napalm Death,None — pain self inflicted life is it worth it i ve lost control dead to the world that i have known fall t...; Napalm Death — you suffer but why 8...
285,47078,1.091443657875061,2.0896689891815186,0.9982253313064575,3,,,None — hello you bastards ...; None — hi motherfucker s gonna fuck with me ...; None — hey...
286,47125,1.0912139415740967,2.0642106533050537,0.972996711730957,5,,,None — what if in real life was more like game time moving days would go fine tetris piece shaped boxes alw...; None — oh yeah progress fly s into our lives got to find time find time talk digit talk you re doing fine m...; None — monopoly was not for me chess made me stressed out so the only way i could get down was with pocket ...; None — you make a lot more friends around here people look up to you you know there s a lot of people that ...; None — when gamers came along the planet laughed at us but this is gaming in the future and you haven t hea...
287,47127,1.0912102460861206,2.173214912414551,1.0820046663284302,3,,,None — lose your shit oh ...; None — fuck off fuck off...; None — grow tha fuck up you waste waste can t you see what it takes takes to be a real man talking shit all...
288,47145,1.0911359786987305,2.0893499851226807,0.9982140064239502,15,"['boston indie', 'boston rock', 'garage psych', 'indie punk', 'indie rock'], ['glitch pop', 'indie electronica'], ['art pop', 'chamber psych', 'electra', 'electronica', 'experimental pop', 'microhouse', 'spectra'], ['dubstep', 'edm', 'electro house', 'electropop', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance', 'tropical house'], ['double drumming', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']","Pile, Milosh, Kelly Lee Owens, Seven Lions, The Arcs",None — in between the reed nodes where the stars are hiding in the way that an animal wakes there is someth...; Pile — five places one twice the size of texas in the middle of the drink circling in its current each our ...; None — inside the wave inside the wave coming from behind the wall coming from beneath the floor coming fro...; None — hold me hold me hold me hold me down hold me hold me hold me hold me down hold me hold me hold me ho...; None — down to the bone down to the bone down to the bone down to the bone down to the bone down to the bon...
289,47238,1.0906976461410522,2.030351400375366,0.939653754234314,2,,,None — speech has allowed the communication of ideas enabling human beings to work together to build the im...; None — i had a conversation it lasted nearly an hour held no words and carried the weight of the state of t...
290,47313,1.090287208557129,2.0151941776275635,0.9249069690704346,6,"['downtempo', 'dream pop', 'indietronica']",The xx,The xx — for the desired effect would you come back august or june june and i hate that tomorrow s too soon b...; None — wait it s late we ve missed the date gone i guess with the rest they ll never wake us in time they l...; None — june seems too late delayed maybe for the better imagine us together relatively stable to say for ce...; None — if the winter springs or the summer falls it won t have no effect on this love at all if in another ...; None — soon is good sooner is best under evil doorsteps the end of may of may of may of may dalw mid july t...
291,47376,1.0899786949157715,2.0999066829681396,1.0099279880523682,2,,,None — we are we are we are we are oh execute the thought controllers while empty souls eat holy rollers an...; None — oh you guys are quantized oh you guys are quantized ...
292,47424,1.0897151231765747,2.0525128841400146,0.9627977609634399,4,,,None — tv party tonight tv party tonight tv party tonight tv party tonight we re gonna have a tv party toni...; None — tv party tonight tv party tonight tv party tonight tv party tonight we re gonna have a tv party toni...; None — tv is my friend and it has been with me every day from an early age tv is my friend and it has been ...; None — radio and tv do a lot for me lots of times i date my honey when i m runnin short of foldin money and...
293,47462,1.089499831199646,2.0029098987579346,0.9134100675582886,2,,,None — fick mich du miserabler hurensohn du miserabler hurensohn fick mich du miserabler hurensohn streck i...; None — scattered speech ...
294,47472,1.089465618133545,2.1014790534973145,1.0120134353637695,3,"['art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Harry Nilsson,None — ti ti ti ti ti ti ti ti ti ti titenic ti ti ti ti titenic ti ti ti ti the bougiest of beat em ups ti...; Harry Nilsson — the national past time in the land of point was a game called triangle toss and triangle toss was a ...; None — it started in a movie where he he sailed around the world and the dream became and she called it lov...
295,47498,1.0893619060516357,2.06852650642395,0.9791646003723145,5,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'rhode island rap', 'underground rap']",Sage Francis,None — welcome to macka b s medical monday today it s all about this the cucumber or as they call it in jam...; None — my whole life is like a monstrous and pulpy vegetable with huge leaves and the fruits reset...; Sage Francis — that s dope that s fresh the way you boil broccoli its texture the color is so wonderful i m simply ...; None — call any vegetable call it by name call one today when you get off the train call any vegetable and ...; None — call any vegetable call it by name call one today when you get off the train call any vegetable and ...
296,47505,1.0893518924713135,2.1645236015319824,1.075171709060669,4,"['glitch', 'popping']",edIT,None — well i decided to call this one droppin bombz according to the procedure when the mic in my palm but...; edIT — so the whole idea of this one is it s dropping bombs yeah everythings like way heavier than kind of ...; None — supercalifragilistic when we drop we go ballistic...; None — drop the payload drop the payload...
297,47518,1.0892853736877441,2.0154168605804443,0.9261314868927002,5,,,None — that s fantastic that s fantastic that s fantastic that s fantastic that s fantastic that s fantasti...; None — that that that that s what i m talking about...; None — that that that that s what i m talking about...; None — that that that that s what i m talking about...; None — okay great okay great that s great...
298,47568,1.0890084505081177,2.154073476791382,1.0650650262832642,4,,,None — let s continue now with our sessions on how to use a two track rearview tape recorder...; None — enhance 34 to 46 pull back wait a minute go right stop enhance 57 19 track 45 left stop enhance 15 t...; None — check your points ignition timing countdown pressure thirty four pounds when it s cold add more and ...; None — let s continue now with our sessions on how to use a two track rearview tape recorder...
299,47621,1.0887281894683838,2.0025174617767334,0.9137892723083496,3,,,None — i want to learn math again just to feel better than my socially adjusted friends and get a 95 percen...; None — some things just dont go together other things never add up some people are always broken you and me...; None — figure eight as double four figure four as half of eight if you skate you would be great if you coul...
300,47637,1.0886497497558594,2.039769172668457,0.9511194229125977,3,['Unknown genre'],Psych: The Musical Cast,Psych: The Musical Cast — the evidence is underwhelming oh wait it s not the facts are falling into place the only thing that ...; None — here is my new disposition you re about to understand our theory is only obvious to the skeptical an...; None — my book disproves your book my facts have been checked more closely and nobody cares we see what we ...
301,47639,1.0886428356170654,2.177098035812378,1.0884552001953125,5,['neon pop punk'],Conditions,None — spend some time out here is fine ...; None — all this time i ve wasted in this place now one of my days are done and besides feels like i ve only...; Conditions — i ve been away for months and i can t really take it anymore cause every time i go i learn the hours...; None — start things with another yawn once again it s nothing new gotta go out and get the time just gotta ...; None — summer retreats now green kingdom s end why can t i make time suspend ...
302,47700,1.0884288549423218,2.0625624656677246,0.9741336107254028,2,,,None — i want it you have it...; None — get it someone remember someone sat here to say get it we know what art is today so we will say that...
303,47774,1.0881145000457764,2.1302952766418457,1.0421807765960693,3,,,None — hi guys this is mac thank you for joining me see you again soon b bye5...; None — javon are you there if you are i have to go talk to you at home6...; None — hey what s happening aaron oh what s up man i m so glad to be back it s good to have you back i can ...
304,47850,1.0878140926361084,2.058194875717163,0.9703807830810547,2,,,None — you haven t been eating scalloped potatoes for three days like we have...; None — here i am and i m back again i m gonna mashed potatoes i m gonna start by going to new york city wit...
305,47854,1.0877947807312012,2.077698230743408,0.989903450012207,2,,,None — well we re all getting bigger but it takes time to be a man and it s more than you figure well take ...; None — you gotta have pep you gotta have poop and doop and larger mouths now let daises beat the counts you...
306,47904,1.087528109550476,2.0742809772491455,0.9867528676986694,3,['Unknown genre'],Lo-Fang,None — bpa beware of the blob it creeps and leaps and glides and slides across the floor right through the ...; Lo-Fang — when i open my plastic account it s a carpet of nails moving towards a result that s a purchase on l...; None — bpa beware of the blob it creeps and leaps and glides and slides across the floor right through the ...
307,47938,1.0873619318008423,2.1706769466400146,1.0833150148391724,3,,,None — mogambo the new world in motion picture entertainment mogambo unforgettable adventure in untamed afr...; None — standing in the lightweight suit reports from the location shoot it seems to be a period piece it co...; None — travelling through the time moving slowly in the sand knowledge is the weapon against the hunger in ...
308,48012,1.0870462656021118,2.1579320430755615,1.0708857774734497,4,,,None — hey diplodocus hey diplodocus hey ...; None — hey diplodocus hey diplodocus hey ...; None — hey...; None — hey word up mumbling ...
309,48067,1.086833119392395,2.1435296535491943,1.0566965341567993,3,,,None — we gon need some nascar up in phoenix keep on turnin left you ve got vision don t wait for somebody ...; None — dale flash flash don t move ...; None — dale said he liked that one...
310,48147,1.0864439010620117,2.0196597576141357,0.933215856552124,3,['Unknown genre'],Noah Kittinger,None — you have nothing left to say are we truly at the end how am i supposed to try to pretend everything ...; None — everybody we re all but done now it s dubious everybody now...; Noah Kittinger — that s a wrap alright let s see what we got here...
311,48166,1.0863573551177979,2.10935115814209,1.022993803024292,2,"['neo soul', 'r&b', 'urban contemporary']",Dwele,None — okay my mic sounds nice check one my mic sounds nice check two my mic sounds nice check three my mic...; Dwele — what do you when you move to n y c and you left your sounds at home all you got is an m box an mpc a...
312,48179,1.0863181352615356,2.0548298358917236,0.968511700630188,2,"['ambient house', 'deep house', 'electronica', 'float house', 'microhouse', 'uk bass', 'uk house']",Leon Vynehall,Leon Vynehall — intro a house is like a gang or a clique a group of people but basically a house is like a family un...; None — they re there for your first year they give you your first beer when you get your heart broke they r...
313,48181,1.0863081216812134,2.1981496810913086,1.1118415594100952,22,"['indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler'], ['Unknown genre']","Coconut Records, Scars On Broadway",Coconut Records — this old machine has been good to me all of my life i have waited for you this old machine it s been...; None — the funky technician is back sit back and relax now is the time to relax your mind the funky technic...; None — first things first i m a craftsman remodelling is my only passion and i m the greatest in the busine...; None — obsolete technology derelict machine...; None — check my custom machine well she s metal flake blue with a corvette grill and they say it looks bett...
314,48198,1.0862308740615845,2.0999066829681396,1.0136758089065552,3,,,None — we are the new kids now we are the future we are the chosen ones we are computers we are the new kid...; None — we are analog...; None — oh you guys are quantized oh you guys are quantized ...
315,48205,1.0862115621566772,2.134989023208618,1.048777461051941,2,,,None — i m about to take this beat and teach you bout the agony of defeat in this football game in the stre...; None — this game sucks ...
316,48373,1.085445761680603,2.039747476577759,0.9543017148971558,2,,,None — hello world ...; None — hey i m light ...
317,48430,1.085209846496582,2.1371707916259766,1.0519609451293945,20,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rap rock', 'rock'], ['Unknown genre'], ['electronic trap']","Faith No More, First Lady, Dabow",None — what get it something ...; None — whats...; None — it s there can you see it it never stops it s there can you see it the bottom of your paper cup it s...; Faith No More — can you feel it see it hear it today if you can t then it doesn t matter anyway you will never under...; First Lady — what...
318,48449,1.0851445198059082,2.276808261871338,1.1916637420654297,14,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",Thievery Corporation,None — enhance 34 to 46 pull back wait a minute go right stop enhance 57 19 track 45 left stop enhance 15 t...; None — district 12 mainframe laser control begin simulation ...; None — all second stage tanks now pressurized 35 seconds and counting astronauts report it feels good t min...; None — detecting humanoids lock on target activate subsonic bass activate subsonic bass activate subsonic b...; None — voice saluti a tutti do you read contact information to ground control we re entering first quadrant...
319,48555,1.0846918821334839,2.2513856887817383,1.1666938066482544,5,"['chiptune', 'electro house', 'gaming edm', 'speedrun'], ['instrumental post-rock', 'post-metal', 'post-rock']","Bossfight, *shels",None — come on gerald ...; Bossfight — come on ...; *shels — hands off me yeahhh hands off me ...; None — come on rudeboy now right now...; None — fuck off fuck off...
320,48659,1.0842738151550293,2.115219831466675,1.0309460163116455,3,"['australian ambient', 'australian experimental', 'uk bass', 'wonky'], ['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']","Mark Pritchard, Thievery Corporation",None — detecting humanoids lock on target activate subsonic bass activate subsonic bass activate subsonic b...; Mark Pritchard — infrared switch to infrared switch to infrared i tried driving in the city late night switch to infr...; Thievery Corporation — line up the target focus on sight straight to the center infrared light line up the target focus on ...
321,48722,1.0840016603469849,2.148167133331299,1.064165472984314,2,,,None — are you ready bob yes what about you lofty i m a bit scared okay team let s go one two three four fi...; None — welcome to bucketheadland welcome welcome welcome to bucketheadland welcome welcome welcome to bucke...
322,48798,1.0837244987487793,2.0483696460723877,0.9646451473236084,3,,,None — situation number one it s the one that s just begun but evidently it s too late situation number two...; None — a subtle change in the light or an abrupt noise perhaps a word or phrase that ignites the intellect ...; None — basic elemental instinct to survive stirs the higher passions thrill to be alive alternating current...
323,48823,1.0836596488952637,2.069242238998413,0.9855825901031494,5,"['electropowerpop', 'folk punk', 'geek rock', 'one-person band']",Atom And His Package,None — pounds lets say pounds is the weight of the town coming down all around grounding me into round like...; None — welcome to americana please make your selection followed by the pound sign now1...; None — 12 inches per foot 2 pints per quart why dont we make it easy the english system of measurement must...; Atom And His Package — twelve inches per foot two pints in a quart why don t we make it easy the english system of measurem...; None — twelve inches per foot two pints in a quart why don t we make it easy the english system of measurem...
324,48855,1.0835283994674683,2.092716693878174,1.0091882944107056,4,,,None — bruce willis is dead bruce willis is dead bruce willis is dead bruce willis is dead bruce willis is ...; None — i don t understan michael jordan why is everyone will smith why is everyone will smith where am i th...; None — bruce campbell is the finest man to grace a silver screen all the other actors just degrade his nobl...; None — i am keith b real story breaker keepin it real here i m in some chinese mans theater and this brothe...
325,48875,1.083433985710144,2.051788330078125,0.968354344367981,2,,,None — one thousand years ago a hero crossed the seas in search of distant realms to claim his destiny the ...; None — he makes the best fucking films if i ever meet him i m gonna grab his fuckin neck and just shake him...
326,49063,1.0825769901275635,2.0681285858154297,0.9855515956878662,2,,,None — where is our hero tonight the bars are all booming and he s nowhere in sight wherever he is lord we ...; None — where s bin laden where s bin laden he s prob ly runnin prob ly hidin some say he s livin in the khy...
327,49120,1.0823071002960205,2.1302952766418457,1.0479881763458252,2,,,None — hi guys this is mac thank you for joining me see you again soon b bye5...; None — hey it s mandisa leave a message after the beep hey dis it s laura just want you to know i m thinkin...
328,49137,1.0822466611862183,2.0941216945648193,1.011875033378601,2,,,None — soundz...; None — tomppabeats...
329,49155,1.0821691751480103,2.0360732078552246,0.9539040327072144,13,"['complextro', 'electro house', 'gaming edm', 'melodic dubstep', 'neurostep'], ['Unknown genre']","Xilent, Oso Ocean",None — i got my first real problem i can t figure it out and i don t know what i m doin there ain t a good ...; Xilent — yeah boy help me help me help yeah boy help me help me help me help ...; None — tell me how you do that thing go like that...; None — yeah i just don t know what i m supposed to be you know i m stuck does it get easier 1...; None — i m really having trouble right now i can t seem to express myself i really hope i figure it out i k...
330,49182,1.082068920135498,2.0341827869415283,0.9521138668060303,3,,,None — when you have certain experiences we respond with various emotions stimulus responses just as this i...; None — although the woman may cause it don t get in a stupor if she loves you she s your buddy too your hea...; None — fear is not unusual and we want to know what s going on and what s going to happen with our loved on...
331,49235,1.0818819999694824,2.1133179664611816,1.0314359664916992,2,"['brutal death metal', 'cosmic death metal', 'grindcore', 'sci-fi metal', 'slam death metal', 'spanish death metal', 'spanish metal', 'technical brutal death metal', 'technical death metal'], ['chiptune', 'nintendocore']","Wormed, Bacalao",Wormed — i am the involution controller i am the involution controller i am the involution controller i am th...; Bacalao — we re charging our battery and now we re full of energy we are the robots we re functioning automati...
332,49358,1.081408977508545,2.053889274597168,0.972480297088623,3,,,None — testing testing test the mic how we sound out there hope it s on it s on somebody turn my mic on how...; None — okay my mic sounds nice check one my mic sounds nice check two my mic sounds nice check three my mic...; None — testing testing test the mic how we sound out there hope it s on it s on somebody turn my mic on how...
333,49396,1.0812087059020996,2.2523672580718994,1.1711585521697998,3,,,None — photosynthesis photosynthesis photosynthesis photosynthesis does not involve a camera or a synthesiz...; None — they serve the purpose of changing hydrogen into breathable oxygen and they re as necessary here as ...; None — the parts of a flower are so constructive that very very often the wind will cause pollination if no...
334,49440,1.0810459852218628,2.0951709747314453,1.0141249895095825,7,,,None — you were infected virus detected...; None — again again got a mixed bag of temperament battery s on ten percent invitation but i never went invi...; None — commencing system check treble online midrange online bass unacceptable increasing bass level bass o...; None — you re all going to die down here if you feel you have reached this recording an error we re sorry t...; None — initializing startup sequence loading loading loading all systems are go please enjoy your stay plea...
335,49525,1.0807321071624756,2.065368413925171,0.9846363067626953,5,"['anthem worship', 'canadian ccm', 'christian pop', 'christian uplift']",The Royal Royal,The Royal Royal — how long how long how long will it be til you answer me...; None — where are we won t be long now...; None — tuesday 12 19 am uh hello this is thai food restaurant i don t know where are you so i m in the oh c...; None — just about twelve o clock ...; None — soon is good sooner is best under evil doorsteps the end of may of may of may of may dalw mid july t...
336,49550,1.0805872678756714,2.0758118629455566,0.9952245950698853,5,,,None — all that power all that power...; None — that that that that s what i m talking about...; None — that that that that s what i m talking about...; None — all that power all that power...; None — that that that that s what i m talking about...
337,49609,1.0803346633911133,2.012141704559326,0.9318070411682129,5,"['comedy rap'], ['antiviral pop', 'fnaf', 'minecraft', 'otacore']","Melvil Dewey, Tryhardninja",Melvil Dewey — hi my name is melvil dewey nice to meet ya how you doin if you need info you know where to go go to ...; None — 00 00tumbling downsoupadreas inverness03 30hauntedslippy06 50shadowtaskpylot09 36pilvormhush13 10los...; None — yo want to be kool a d no no no no no just be like you man quincy jo jo jones in 4 4 signatures lite...; None — yo man all these people frontin talking bout how they don t know how to get knowledge man pssh how m...; Tryhardninja — this ones for google and jeeves yahoo and bing helping me find useless things searching the web worl...
338,49620,1.0803108215332031,2.0000205039978027,0.9197096824645996,2,,,None — tower of babel has fallen down again information disarray i don t know who i should believe in every...; None — gibberish3...
339,49681,1.0800681114196777,2.068132162094116,0.9880640506744385,3,,,None — oh it s tight like this no it ain t tight like that either i said it is tight like this tight like t...; None — tell me how you do that thing go like that...; None — you can see it tighten...
340,49698,1.0799957513809204,2.0845346450805664,1.004538893699646,2,,,None — could you define the word paranoiac could you define it in more detail uhh the name is uhh paranoiac...; None — psychosis psychosis psychosis psychosis an unknown psychosis self induced left uncured undying unwri...
341,49773,1.0796101093292236,2.0849995613098145,1.0053894519805908,2,,,None — yeah so florida i don t know folks live down there as you d a ume you know they live in those minimu...; None — one two fuck you the prisons make this country great apple pie and police state the security that th...
342,49788,1.079552412033081,2.0548298358917236,0.9752774238586426,2,,,None — the family section is a community of everybody doing a different part everybody being different you ...; None — hey cousin break a leg hey cousin no time to mend hey cousin just cringe and hang hey cousin a hose ...
343,49824,1.0794142484664917,2.054978132247925,0.9755638837814331,3,,,None — dead ugh scrape it grind it peel it hide it the trend is over and gone forever shelf it box it save ...; None — certain kinds of trash you just don t see anymore certain kinds of trash aren t around anymore you j...; None — stop think about it don t throw it away recycle it stop think about it don t throw it away recycle i...
344,49925,1.0789425373077393,2.10162615776062,1.0226836204528809,2,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']",deadmau5,None — her knees thrust in one direction like a symbol of math a symbol meaning greater than i come recomme...; deadmau5 — four plus four plus four is twelve twelve plus twelve plus twelve is four four plus four plus four i...
345,50011,1.0786192417144775,2.0227739810943604,0.9441547393798828,3,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel,None — the greatest christmas present is something you can t buy when world war 2 was over we trimmed the t...; Billy Joel — a picture postcard a folded stub a program of the play file away the photographs of your holiday and...; None — after we ve spent all the money on nieces and nephews and a couple of friends there ll be just enoug...
346,50077,1.0783883333206177,2.01486873626709,0.9364804029464722,3,,,None — what you are in this vast universe not even a small cell if you listen to the ego the ego will put y...; None — what i feel being a human being is is just having the freedom to be yourself not caring what other p...; None — i m getting tired of being told that you re only one person to the world when to one person you coul...
347,50119,1.0782159566879272,2.135957956314087,1.0577419996261597,5,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul']",The Temptations,None — laws were made for people and the law can never scorn the right of a man to be free free the people ...; None — this land is your land this land is my land from california to the new york island from the redwood ...; The Temptations — some people will always have it made some people will live in poverty for the rest of their days tim...; None — timothy b bostic tony c london carol schall and mary townley v george e schaefer iii in his official...; None — rights for gays oh yeah right now rights for gays coming out and they re not going to hell tie them ...
348,50166,1.0780389308929443,2.1229634284973145,1.0449244976043701,2,"['alternative pop', 'alternative rock', 'anti-folk', 'indie rock', 'new wave', 'permanent wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'roots rock', 'singer-songwriter']",The Replacements,None — the bowels gurgle a bit more these days it seems and he thinks more about the way he saunters round ...; The Replacements — tommy gets his tonsils out hi susie do you know what i ve been in the hospital now open wide the doc...
349,50174,1.0780155658721924,2.0000205039978027,0.9220049381256104,3,,,None — fick mich du miserabler hurensohn du miserabler hurensohn fick mich du miserabler hurensohn streck i...; None — gibberish3...; None — numse helle natten uhhh lkker moss go rv i den sok hh ohh hhh hhh boombastic boombastic h hhh h h hh...
350,50248,1.0777122974395752,2.029100179672241,0.951387882232666,12,['Unknown genre'],Cross Me,None — creep on in on in on in see i m ridin high kinda broke this evening y all so all i got s five i got ...; None — but i m already gone but i m already gone1...; None — oh shit i m way 2 on5...; None — the five to fours can t take it no more the five to fours can t take it no more the five to fours ca...; Cross Me — don t cross me four five is on me this shit get you up off me i got niggas who salty baby dont cross...
351,50290,1.0775327682495117,2.131140947341919,1.0536081790924072,2,,,None — uh yeah it s showtime it s showtime yeah feel the magic and soul of the yb s yeah it s showtime it s...; None — i tried to watch it but it s not there i checked the schedule it s just not fair i ll get your pillo...
352,50293,1.0775245428085327,2.152752637863159,1.0752280950546265,3,,,None — enter happy people enter happy people enter happy people enter happy people enter happy people enter...; None — its can bet gong boy oh boy oh boy oh boyon oh boy oh boy oh boy oh boy oh boy oh boy oh boy oh boy ...; None — mau five four plus four plus four is twelve twelve plus twelve plus twelve is four four plus four pl...
353,50306,1.0774645805358887,2.0091471672058105,0.9316825866699219,10,['ambeat'],Nömak,None — cold turkey ...; None — longing left to much to the mind leaving out whats right so i took it on the side and couldnt reign ...; None — cold turkey you can t expect me to quit do you baby cold turkey feelin s don t go away so easy just ...; None — warned too late a simple reduction not with your weight well i m sorry there s nothing and i believe...; None — cold turkey ...
